rank,canonical_name,rxcui,priority_score,category
1800,NALOXONE HYDROCHLORIDE,1725059,40,
1801,PROGESTERONE,312641,40,
1802,DEXTROMETHORPHAN HYDROBROMIDE,1115329,40,
1803,DIMETHICONE,309917,40,
1804,CAMPHOR (NATURAL),1802734,40,
1805,WITCH HAZEL,844379,40,
1806,CAMPHOR (SYNTHETIC),1193297,40,
1807,NIFEDIPINE,198035,40,
1808,AMIKACIN SULFATE,1723156,40,
1809,CHLORPHENIRAMINE MALEATE,1421985,40,
1810,CAPECITABINE,200328,40,
1811,CAIRINA MOSCHATA HEART/LIVER AUTOLYSATE,1311073,40,
1812,AZELAIC ACID,1041518,40,
1813,ZINC SULFATE,2369390,40,
1814,METOLAZONE,197978,40,
1815,AZITHROMYCIN DIHYDRATE,141963,40,
1816,DEXTROMETHORPHAN HYDROBROMIDE,1234473,40,
1817,PETROLATUM,686452,40,
1818,METRONIDAZOLE,311678,40,
1819,THUJA OCCIDENTALIS LEAFY TWIG,1309754,40,
1820,MAGNESIUM SULFATE HEPTAHYDRATE,1053346,40,
1821,LIDOCAINE HYDROCHLORIDE ANHYDROUS,2670601,40,
1822,SENNOSIDES,312935,40,
1823,MENTHOL,1486874,40,
1824,RISPERIDONE,312832,40,
1825,DEXTROMETHORPHAN HYDROBROMIDE,991528,40,
1826,PLAZOMICIN,2049553,40,
1827,IBUPROFEN,153008,40,
1828,NORETHINDRONE,198042,40,
1829,ALCOHOL,616805,39,
1830,ADAGRASIB,2625917,39,
1831,LEVOTHYROXINE SODIUM,892251,39,
1832,IOPAMIDOL,5966,39,
1833,BENZOYL PEROXIDE,308689,39,
1834,CAMPHOR (SYNTHETIC),2672957,39,
1835,ZINC OXIDE,1305337,39,
1836,CISATRACURIUM BESYLATE,199211,39,
1837,GALIUM APARINE,1345678,39,
1838,MENTHOL,1424614,39,
1839,TESTOSTERONE,10379,39,
1840,NYSTATIN,261178,39,
1841,ECONAZOLE NITRATE,1442585,39,
1842,PHENYLEPHRINE HYDROCHLORIDE,1232651,39,
1843,LEVOMEFOLATE CALCIUM,2671090,39,
1844,SORBUS DOMESTICA WHOLE,2055743,39,
1845,HYDROCORTISONE,197787,39,
1846,CLOMIPRAMINE HYDROCHLORIDE,857297,39,
1847,BISMUTH SUBSALICYLATE,308763,39,
1848,FERRIC OXIDE RED,1234532,39,
1849,TIMOLOL MALEATE,198284,39,
1850,CLOTRIMAZOLE,309371,39,
1851,CLOTRIMAZOLE,199603,39,
1852,POPULUS TREMULOIDES WHOLE,1990853,39,
1853,CAMPHOR (SYNTHETIC), WHITE PETROLATUM, OCTINOXATE, OXYBENZONE,2475168,39,
1854,LEVETIRACETAM,403884,39,
1855,METOLAZONE,197979,39,
1856,ANTIMONY POTASSIUM TARTRATE,981,39,
1857,GENTAMICIN SULFATE,310467,39,
1858,NEFAZODONE HYDROCHLORIDE,1098666,39,
1859,CHLOPHEDIANOL HYDROCHLORIDE,2672917,38,
1860,POSACONAZOLE,1482908,38,
1861,CLARITHROMYCIN,197517,38,
1862,ASCORBIC ACID,836268,38,
1863,ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,1370425,38,
1864,KAOLIN,6102,38,
1865,MIDAZOLAM HYDROCHLORIDE,422410,38,
1866,PHENOXYBENZAMINE HYDROCHLORIDE,861402,38,
1867,DOCUSATE SODIUM,1791612,38,
1868,PYRIDOSTIGMINE BROMIDE,903843,38,
1869,NORETHINDRONE AND ETHINYL ESTRADIOL,310463,38,
1870,DIVALPROEX SODIUM,1099678,38,
1871,FELODIPINE,402695,38,
1872,ENTACAPONE,317094,38,
1873,LISINOPRIL,311354,38,
1874,TRIAMCINOLONE ACETONIDE,1014314,38,
1875,.ALPHA.-TOCOPHEROL SUCCINATE, D-,1426447,38,
1876,DEXTROSE MONOHYDRATE,1795609,38,
1877,LONICERA JAPONICA FLOWER,1307753,38,
1878,BENZALKONIUM CHLORIDE,1043307,38,
1879,PONESIMOD,2532305,38,
1880,LACTIC ACID, L-,2462499,38,
1881,BLATTA ORIENTALIS,1346617,38,
1882,ERYTHROMYCIN,310155,38,
1883,RADISH,1314656,38,
1884,MERCURIC IODIDE,1426941,38,
1885,VIPERA BERUS VENOM,1310462,38,
1886,LIDOCAINE HYDROCHLORIDE,1737757,38,
1887,SALICYLIC ACID,1047362,38,
1888,TOPIRAMATE,205315,38,
1889,PROPARACAINE HYDROCHLORIDE,1191013,37,
1890,FENTANYL CITRATE,2474267,37,
1891,ACETAMINOPHEN,1432488,37,
1892,PACLITAXEL,312199,37,
1893,HYDROCHLOROTHIAZIDE,283316,37,
1894,HYDROCORTISONE ACETATE,1235049,37,
1895,KETOROLAC TROMETHAMINE,860092,37,
1896,AMOXICILLIN,562251,37,
1897,LEVOMENTHOL,236388,37,
1898,ARTEMISIA ABROTANUM FLOWERING TOP,1336267,37,
1899,FIBRINOGEN HUMAN,1001591,37,
1900,CIPROFLOXACIN HYDROCHLORIDE,197511,37,
1901,OXYMETAZOLINE,7812,37,
1902,TURNERA DIFFUSA LEAFY TWIG,1310032,37,
1903,VENLAFAXINE HYDROCHLORIDE,313583,37,
1904,HYDROCORTISONE,2671298,37,
1905,DOXYLAMINE SUCCINATE,1375948,37,
1906,CLARITHROMYCIN,197516,37,
1907,LIDOCAINE HYDROCHLORIDE,1009433,37,
1908,AZITHROMYCIN MONOHYDRATE,706868,37,
1909,ACETIC ACID,197305,37,
1910,ETODOLAC,310245,37,
1911,TRANEXAMIC ACID,2170286,37,
1912,SALICYLIC ACID,248684,37,
1913,HYDROXYZINE DIHYDROCHLORIDE,995218,37,
1914,TRIPROLIDINE HYDROCHLORIDE,1926926,37,
1915,OXYGEN,309002,37,
1916,MOMETASONE FUROATE,1536142,37,
1917,DEXMETHYLPHENIDATE HYDROCHLORIDE,899518,37,
1918,EPOETIN,205913,37,
1919,LOSARTAN POTASSIUM,979492,36,
1920,ACAMPROSATE CALCIUM,835726,36,
1921,SODIUM PHENYLBUTYRATE,199369,36,
1922,ASPIRIN,1191,36,
1923,GEPIRONE HYDROCHLORIDE,2672372,36,
1924,TOLNAFTATE,2689792,36,
1925,DIFELIKEFALIN ACETATE,2569094,36,
1926,CHLOPHEDIANOL HYDROCHLORIDE,2671454,36,
1927,AMLODIPINE BESYLATE,308135,36,
1928,HYDRALAZINE HYDROCHLORIDE,905199,36,
1929,MEMANTINE HYDROCHLORIDE,996594,36,
1930,CHLORHEXIDINE GLUCONATE,834160,36,
1931,LEVOTHYROXINE SODIUM,2473276,36,
1932,FEXOFENADINE HYDROCHLORIDE,997501,36,
1933,PROPAFENONE HYDROCHLORIDE,861424,36,
1934,MENTHOL,1923499,36,
1935,ESTRADIOL,2619677,36,
1936,ANHYDROUS CITRIC ACID,1536675,36,
1937,HYDROCHLOROTHIAZIDE,198224,36,
1938,LAROTRECTINIB,2105633,36,
1939,BENZOCAINE,2197238,36,
1940,HYDROXYZINE PAMOATE,995278,36,
1941,ABIRATERONE ACETATE,1100075,36,
1942,ACETAMINOPHEN,1094538,36,
1943,VENLAFAXINE HYDROCHLORIDE,313586,36,
1944,BENZOIN RESIN,1406,36,
1945,.ALPHA.-TOCOPHEROL ACETATE, D-,1441649,36,
1946,PHENTERMINE HYDROCHLORIDE,82078,36,
1947,ACETAMINOPHEN,238154,36,
1948,NEBIVOLOL HYDROCHLORIDE,827073,36,
1949,ELOSULFASE ALFA,1490047,35,
1950,ALUMINUM HYDROXIDE,237870,35,
1951,NIFEDIPINE,1812013,35,
1952,COD, UNSPECIFIED,1426437,35,
1953,DOFETILIDE,310003,35,
1954,HYDROCORTISONE,197785,35,
1955,DEXTROSE, UNSPECIFIED FORM,318146,35,
1956,WARFARIN SODIUM,855288,35,
1957,.ALPHA.-TOCOPHEROL,237099,35,
1958,VONOPRAZAN FUMARATE,2604800,35,
1959,ALCOHOL,1020119,35,
1960,CALCIUM CARBONATE,1438105,35,
1961,CHLOROXYLENOL,413257,35,
1962,BENZALKONIUM CHLORIDE,1052949,35,
1963,CARBAMAZEPINE,200133,35,
1964,NATEGLINIDE,311919,35,
1965,HYDROCORTISONE ACETATE,1012235,35,
1966,DICLOFENAC POTASSIUM,857702,35,
1967,ARGATROBAN,308351,35,
1968,DEXAMETHASONE SODIUM PHOSPHATE,1812079,35,
1969,ARNICA MONTANA FLOWER,1306166,35,
1970,CIPROFLOXACIN HYDROCHLORIDE,309309,35,
1971,EDARAVONE,1924316,35,
1972,MENTHOL,2475473,35,
1973,CALCIUM CARBONATE,476549,35,
1974,ADAPALENE,60223,35,
1975,BUDESONIDE,1246304,35,
1976,GABAPENTIN,1806380,35,
1977,BENZOYL PEROXIDE,106310,35,
1978,CROTALUS HORRIDUS HORRIDUS VENOM,1310456,35,
1979,LEUPROLIDE ACETATE,545835,34,
1980,MEXILETINE HYDROCHLORIDE,1362706,34,
1981,CARBON DIOXIDE,309004,34,
1982,ARIPIPRAZOLE,402131,34,
1983,IBUTILIDE FUMARATE,979120,34,
1984,PANTHENOL,1485895,34,
1985,TOLNAFTATE,10637,34,
1986,LEVOTHYROXINE SODIUM,966221,34,
1987,MINOXIDIL,311723,34,
1988,FAGOPYRUM ESCULENTUM,1352033,34,
1989,SALICYLIC ACID,198845,34,
1990,ETHOSUXIMIDE,197682,34,
1991,VALGANCICLOVIR HYDROCHLORIDE,313566,34,
1992,SALICYLIC ACID,251380,34,
1993,SODIUM BICARBONATE,1542919,34,
1994,CEFDINIR MONOHYDRATE,476576,34,
1995,MENTHOL,351286,34,
1996,LOVOTIBEGLOGENE AUTOTEMCEL,2672691,34,
1997,DICLOFENAC SODIUM,855657,34,
1998,SULFACETAMIDE SODIUM,999613,34,
1999,DEXBROMPHENIRAMINE MALEATE,2262293,34,
2000,ERGOCALCIFEROL,1367410,34,
2001,DEXMEDETOMIDINE HYDROCHLORIDE,1718906,34,
2002,DEXAMETHASONE,309679,34,
2003,DIPHENHYDRAMINE HYDROCHLORIDE,1052928,34,
2004,PHENOBARBITAL,312362,34,
2005,CROMOLYN SODIUM,831109,34,
2006,ASPIRIN,1537019,34,
2007,POTASSIUM NITRATE,1038929,34,
2008,ACETAMINOPHEN,1659175,34,
2009,ACETAMINOPHEN,1046378,33,
2010,MICONAZOLE NITRATE,992774,33,
2011,IVERMECTIN,1246673,33,
2012,WATER,1151101,33,
2013,DESMOPRESSIN ACETATE,833008,33,
2014,AZELASTINE HYDROCHLORIDE,1797847,33,
2015,LYSINE,6536,33,
2016,BOS TAURUS BILE,1310249,33,
2017,POTASSIUM SULFATE,34323,33,
2018,EPINASTINE HYDROCHLORIDE,860654,33,
2019,DEXTROMETHORPHAN HYDROBROMIDE,1098647,33,
2020,TROPICAMIDE,208660,33,
2021,AZITHROMYCIN DIHYDRATE,204844,33,
2022,CLOBETASOL PROPIONATE,861353,33,
2023,METHOTREXATE SODIUM,1655956,33,
2024,ACETAMINOPHEN,307675,33,
2025,AMINOCAPROIC ACID,582299,33,
2026,NADOLOL,198008,33,
2027,SPINOSAD,1085816,33,
2028,DROSPIRENONE AND ETHINYL ESTRADIOL,284207,33,
2029,TERAZOSIN HYDROCHLORIDE,313215,33,
2030,HYDROCORTISONE,197782,33,
2031,DACARBAZINE,1731338,33,
2032,TESTOSTERONE,1597076,33,
2033,HYDROCORTISONE ACETATE,2677462,33,
2034,PHENYLEPHRINE HYDROCHLORIDE,1087043,33,
2035,ACETAZOLAMIDE,562524,33,
2036,MANNITOL,206536,33,
2037,HYDROCHLOROTHIAZIDE,310792,33,
2038,HEPARIN SODIUM,1658690,33,
2039,DESMOPRESSIN ACETATE,1723232,32,
2040,PHYTONADIONE,727625,32,
2041,DOXEPIN HYDROCHLORIDE,1000064,32,
2042,DEXTROMETHORPHAN HYDROBROMIDE,1370219,32,
2043,DOXAZOSIN MESYLATE,197627,32,
2044,PETROLATUM,968668,32,
2045,THALLOUS CHLORIDE TL-201,91588,32,
2046,MINOXIDIL,197987,32,
2047,PINDOLOL,198104,32,
2048,HYDROCORTISONE ACETATE,1012223,32,
2049,CALCIUM CHLORIDE,847628,32,
2050,DIVALPROEX SODIUM,1099563,32,
2051,SUCRALFATE,313123,32,
2052,PERPHENAZINE,198076,32,
2053,ALPRAZOLAM,433798,32,
2054,VALOCTOCOGENE ROXAPARVOVEC,2641614,32,
2055,SUS SCROFA CEREBELLUM,1311316,32,
2056,ATROPINE SULFATE,1046815,32,
2057,ECHINACEA ANGUSTIFOLIA,236121,32,
2058,DOCETAXEL,1861411,32,
2059,ETOPOSIDE,310248,32,
2060,WEST NILE VIRUS,1316080,32,
2061,MEDROXYPROGESTERONE ACETATE,1000114,32,
2062,DIAMOND,1362686,32,
2063,HYDROCHLOROTHIAZIDE,310818,32,
2064,HYDROXYZINE DIHYDROCHLORIDE,995241,32,
2065,PROGESTERONE,8727,32,
2066,FLUTICASONE PROPIONATE,896209,32,
2067,CALCIUM GLUCONATE MONOHYDRATE,2117608,32,
2068,THIOTEPA,1660009,32,
2069,BENDAMUSTINE HYDROCHLORIDE,1805001,31,
2070,SODIUM FLUORIDE,198215,31,
2071,IBRUTINIB,1442986,31,
2072,HYDROCHLOROTHIAZIDE,979464,31,
2073,LISDEXAMFETAMINE DIMESYLATE,854830,31,
2074,LONICERA CAPRIFOLIUM FLOWER,1307960,31,
2075,HAWTHORN LEAF WITH FLOWER,1309793,31,
2076,MAGNESIUM CHLORIDE,800985,31,
2077,POVIDONE-IODINE,2675369,31,
2078,MENTHOL,1043731,31,
2079,PROPRANOLOL HYDROCHLORIDE,856460,31,
2080,LEVONORGESTREL / ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,238019,31,
2081,CYCLOPHOSPHAMIDE,1437968,31,
2082,BENZOCAINE,895749,31,
2083,BARIUM CARBONATE,1305530,31,
2084,LIDOCAINE HYDROCHLORIDE,1373137,31,
2085,TAZAROTENE,1293451,31,
2086,DEXTROMETHORPHAN HYDROBROMIDE,1090496,31,
2087,ISOSORBIDE MONONITRATE,317110,31,
2088,AMBRISENTAN,722116,31,
2089,BENZOCAINE,1043353,31,
2090,DOPAMINE HYDROCHLORIDE,1743938,31,
2091,UREA,198886,31,
2092,ULEX EUROPAEUS FLOWER,1324594,31,
2093,BENZOYL PEROXIDE,308693,31,
2094,BUPIVACAINE HYDROCHLORIDE,1724786,31,
2095,DAPTOMYCIN,403920,31,
2096,BETAMETHASONE DIPROPIONATE,197405,31,
2097,ISOSORBIDE DINITRATE,6058,31,
2098,ASPIRIN,238134,31,
2099,LISINOPRIL,197884,30,
2100,DESOGESTREL AND ETHINYL ESTRADIOL,248310,30,
2101,DOCUSATE SODIUM,1248119,30,
2102,BUPIVACAINE HYDROCHLORIDE,1724880,30,
2103,DOXYCYCLINE,901399,30,
2104,CHIMAPHILA UMBELLATA WHOLE,1318231,30,
2105,DESOXIMETASONE,197574,30,
2106,DIAZOXIDE CHOLINE,2711548,30,
2107,NAPROXEN SODIUM,849431,30,
2108,CALCIUM CARBONATE,313884,30,
2109,BENZALKONIUM CHLORIDE,1049254,30,
2110,SODIUM FLUORIDE,251960,30,
2111,TRICLOSAN,260054,30,
2112,CAMPHOR (SYNTHETIC),1654728,30,
2113,APOCYNUM CANNABINUM ROOT,1309506,30,
2114,PERPHENAZINE,198078,30,
2115,SUMATRIPTAN SUCCINATE,1657151,30,
2116,DOCUSATE SODIUM,1088245,30,
2117,JUGLANS REGIA WHOLE,1435862,30,
2118,ESTRADIOL,2619683,30,
2119,AZACITIDINE,2396764,30,
2120,CARVEDILOL,200033,30,
2121,DILTIAZEM HYDROCHLORIDE,830861,30,
2122,SALICYLIC ACID,1038982,30,
2123,ACETAMINOPHEN,2463332,30,
2124,COAGULATION FACTOR IX RECOMBINANT, GLYCOPEGYLATED,1990857,30,
2125,NOREPINEPHRINE BITARTRATE,242969,30,
2126,CARDIOSPERMUM HALICACABUM FLOWERING TOP,1309968,30,
2127,CHLORPROMAZINE HYDROCHLORIDE,991039,30,
2128,CAPTOPRIL,197436,30,
2129,NAJA NAJA VENOM,1310461,29,
2130,LACTIC ACID, DL-,1314409,29,
2131,ALCOHOL,2467998,29,
2132,NICARDIPINE HYDROCHLORIDE,858607,29,
2133,ARTICAINE HYDROCHLORIDE,861588,29,
2134,ZINC,11416,29,
2135,.GAMMA.-AMINOBUTYRIC ACID,4617,29,
2136,AGRIMONIA EUPATORIA FLOWER,1309501,29,
2137,BENZOYL PEROXIDE,106315,29,
2138,PRUNUS CERASIFERA WHOLE,1800076,29,
2139,GENTIANELLA AMARELLA FLOWER,1309428,29,
2140,PLERIXAFOR,828700,29,
2141,MELOXICAM,311486,29,
2142,BROMOCRIPTINE MESYLATE,197411,29,
2143,LIDOCAINE HYDROCHLORIDE,1010769,29,
2144,DEXTROAMPHETAMINE SULFATE,884385,29,
2145,METFORMIN HYDROCHLORIDE,1807888,29,
2146,BISOPROLOL FUMARATE,865155,29,
2147,PEMETREXED DISODIUM HEMIPENTAHYDRATE,2637958,29,
2148,GLYCOPYRROLATE,999961,29,
2149,PHENAZOPYRIDINE HYDROCHLORIDE,1094126,29,
2150,LEVOTHYROXINE,198278,29,
2151,PITAVASTATIN CALCIUM,861643,29,
2152,SULFUR,240725,29,
2153,BOS TAURUS PITUITARY GLAND, POSTERIOR,1310291,29,
2154,CEVIMELINE HYDROCHLORIDE,309140,29,
2155,MYCOPHENOLATE MOFETIL,200060,29,
2156,SODIUM BENZOATE,2560228,29,
2157,MIRTAZAPINE,311725,29,
2158,AILANTHUS ALTISSIMA FLOWERING TWIG,1348450,29,
2159,CHLORZOXAZONE,197501,28,
2160,LEVACETYLLEUCINE,2693617,28,
2161,AMLODIPINE BESYLATE,898346,28,
2162,AMOXICILLIN,617423,28,
2163,CAMPHOR (SYNTHETIC),2118540,28,
2164,DIMETHICONE,244642,28,
2165,CANDESARTAN CILEXETIL,639537,28,
2166,RILUZOLE,2058147,28,
2167,ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, PHENYLEPHRINE HYDROCHLORIDE, DOXYLAMINE SUCCINATE,1297288,28,
2168,MOXIFLOXACIN HYDROCHLORIDE,403818,28,
2169,DEXTROMETHORPHAN HYDROBROMIDE,1605844,28,
2170,METHYLPROPANEDIOL,1367168,28,
2171,SPONGIA OFFICINALIS SKELETON, ROASTED,1311066,28,
2172,FAMOTIDINE,104094,28,
2173,GABAPENTIN,476673,28,
2174,ACETAMINOPHEN,1052647,28,
2175,LIDOCAINE HYDROCHLORIDE,2562183,28,
2176,DESVENLAFAXINE SUCCINATE,790267,28,
2177,BACITRACIN ZINC,1366116,28,
2178,TERBUTALINE SULFATE,857635,28,
2179,PHENOL,198776,28,
2180,OLEZARSEN SODIUM,2701422,28,
2181,FAGUS SYLVATICA FLOWER BUD,1309464,28,
2182,ATROPINE SULFATE,1190552,28,
2183,EQUISETUM ARVENSE TOP,1306235,28,
2184,CETIRIZINE HYDROCHLORIDE,1014571,28,
2185,ANEMONE PULSATILLA,1311188,28,
2186,OYSTER SHELL CALCIUM CARBONATE, CRUDE,1311062,28,
2187,FINGOLIMOD HYDROCHLORIDE,1012895,28,
2188,MENTHOL, UNSPECIFIED FORM,253020,28,
2189,ACETAMINOPHEN,483017,27,
2190,COLCHICINE,197541,27,
2191,AMANTADINE HYDROCHLORIDE,849389,27,
2192,LEVOCARNITINE,197448,27,
2193,GALANTAMINE HYDROBROMIDE,860707,27,
2194,LEDUM PALUSTRE TWIG,1310203,27,
2195,RALOXIFENE HYDROCHLORIDE,1490065,27,
2196,ROSUVASTATIN CALCIUM,859747,27,
2197,SODIUM BICARBONATE,198861,27,
2198,COCAINE HYDROCHLORIDE,1995288,27,
2199,TAURINE,10337,27,
2200,CALCIUM CARBONATE,1607295,27,
2201,BENZONATATE,283417,27,
2202,PHENYTOIN SODIUM,855861,27,
2203,BENZALKONIUM CHLORIDE,1012099,27,
2204,OCTOCRYLENE,77674,27,
2205,ARIPIPRAZOLE,643019,27,
2206,SIROLIMUS,2586863,27,
2207,NEOMYCIN SULFATE,1544556,27,
2208,BETULA PENDULA BARK,1309815,27,
2209,LEVOTHYROXINE SODIUM,966248,27,
2210,SULFACETAMIDE SODIUM,1006107,27,
2211,UREA,1093289,27,
2212,LIDOCAINE HYDROCHLORIDE,1545290,27,
2213,DOXYCYCLINE HYCLATE,310027,27,
2214,CALCIUM CHLORIDE,800066,27,
2215,SUCRALFATE,208094,27,
2216,BUMETANIDE,197419,27,
2217,PENICILLIN V POTASSIUM,834061,27,
2218,PARICALCITOL,577315,27,
2219,ALCOHOL,2396261,26,
2220,SUS SCROFA EAR,1492941,26,
2221,ETODOLAC,197684,26,
2222,AMANTADINE HYDROCHLORIDE,849385,26,
2223,DARBEPOETIN ALFA,349273,26,
2224,SOTALOL HYDROCHLORIDE,1923422,26,
2225,QUETIAPINE FUMARATE,312745,26,
2226,EMPAGLIFLOZIN,1664315,26,
2227,ISOPROPYL ALCOHOL,631799,26,
2228,KETOTIFEN FUMARATE,311237,26,
2229,DESLORATADINE,349420,26,
2230,CETIRIZINE HYDROCHLORIDE,1014674,26,
2231,IODIXANOL,27729,26,
2232,BRIGATINIB,1921222,26,
2233,SULINDAC,198238,26,
2234,MEXILETINE HYDROCHLORIDE,1362720,26,
2235,FENTANYL,197696,26,
2236,FLUOCINOLONE ACETONIDE,1191307,26,
2237,ALPRAZOLAM,197321,26,
2238,BENZETHONIUM CHLORIDE,1043348,26,
2239,METHYL SALICYLATE,1053397,26,
2240,CLONIDINE HYDROCHLORIDE,884185,26,
2241,MINOCYCLINE HYDROCHLORIDE,629697,26,
2242,LIDOCAINE,1428948,26,
2243,AMPHETAMINE ASPARTATE MONOHYDRATE,861225,26,
2244,CARGLUMIC ACID,905390,26,
2245,NITROGEN,348624,26,
2246,RISPERIDONE,314211,26,
2247,WHITE PETROLATUM,2587748,26,
2248,CUCUMBER,1305719,26,
2249,ARSENIC TRIOXIDE,1992545,25,
2250,AILANTHUS ALTISSIMA WHOLE,1809829,25,
2251,SODIUM CHLORIDE,313009,25,
2252,MENTHOL,1483688,25,
2253,PROPOFOL,1808217,25,
2254,QUETIAPINE FUMARATE,317174,25,
2255,FLUOXETINE HYDROCHLORIDE,1190110,25,
2256,CHLOROXYLENOL,2168394,25,
2257,MENTHOL,866084,25,
2258,BELUMOSUDIL,2564031,25,
2259,BUROSUMAB,2043859,25,
2260,ALENDRONATE SODIUM,904462,25,
2261,MORPHINE SULFATE,30236,25,
2262,ERIBULIN MESYLATE,1045456,25,
2263,MENTHOL,240896,25,
2264,ZOPAPOGENE IMADENOVEC,2723367,25,
2265,ACYCLOVIR,141859,25,
2266,IPECAC,5975,25,
2267,LIGHT MINERAL OIL,746083,25,
2268,CAPSAICIN,2727393,25,
2269,GALANTAMINE HYDROBROMIDE,310436,25,
2270,POTASSIUM CHLORIDE,314182,25,
2271,CAMPHOR (SYNTHETIC),2673797,25,
2272,MENTHOL,853276,25,
2273,DESMOPRESSIN ACETATE,849501,25,
2274,SULFUR,1098781,25,
2275,AZILSARTAN KAMEDOXOMIL,1235151,25,
2276,POVIDONE-IODINE,312562,25,
2277,SOMATROPIN,847243,25,
2278,IVERMECTIN,1598068,25,
2279,BOS TAURUS NASAL MUCOSA,1370465,24,
2280,DILTIAZEM HYDROCHLORIDE,833217,24,
2281,ORPHENADRINE CITRATE,994521,24,
2282,CAMPHOR (SYNTHETIC),210347,24,
2283,VENLAFAXINE HYDROCHLORIDE,313580,24,
2284,FLUTICASONE FUROATE,1797890,24,
2285,TRIAMCINOLONE ACETONIDE,1090641,24,
2286,VISCUM ALBUM FRUITING TOP,1311096,24,
2287,SODIUM CHLORIDE,1807637,24,
2288,METHYLPREDNISOLONE ACETATE,1743779,24,
2289,GRAPHITE,90249,24,
2290,MECLIZINE HYDROCHLORIDE,995666,24,
2291,RETIFANLIMAB,2632985,24,
2292,DICLOFENAC SODIUM,855926,24,
2293,LIDOCAINE HYDROCHLORIDE ANHYDROUS,2099775,24,
2294,SALICYLIC ACID,422997,24,
2295,CALCIUM CARBONATE,1788932,24,
2296,CLOTRIMAZOLE,251267,24,
2297,VINORELBINE TARTRATE,1729418,24,
2298,NAPROXEN SODIUM,1367426,24,
2299,METHYLPHENIDATE HYDROCHLORIDE,1806181,24,
2300,ERYTHROMYCIN,310152,24,
2301,ONDANSETRON,312087,24,
2302,MOMETASONE FUROATE,746803,24,
2303,SUNFLOWER OIL,37422,24,
2304,NIFEDIPINE,198032,24,
2305,DOXYCYCLINE HYCLATE,1652674,24,
2306,HYDROQUINONE,5509,24,
2307,DENOSUMAB,2717855,24,
2308,OXYGEN,541999,24,
2309,OXYGEN,542169,23,
2310,OXYGEN,348600,23,
2311,OXYGEN,347697,23,
2312,OXYGEN,413105,23,
2313,OXYGEN,347048,23,
2314,CARBON DIOXIDE,347967,23,
2315,CEFDINIR,200346,23,
2316,NALOXONE HYDROCHLORIDE,1659929,23,
2317,MITOMYCIN,1740894,23,
2318,DEXTROMETHORPHAN HYDROBROMIDE,1147685,23,
2319,BROMPHENIRAMINE MALEATE,1663612,23,
2320,ALLOPURINOL SODIUM,252931,23,
2321,PHENAZOPYRIDINE HYDROCHLORIDE,1094107,23,
2322,SULFUR,1053330,23,
2323,CAMPHOR, (-)-,1648124,23,
2324,ATOMOXETINE HYDROCHLORIDE,349593,23,
2325,CIMEX LECTULARIUS,1330092,23,
2326,DIMETHICONE,891710,23,
2327,MAGNESIUM PHOSPHATE, DIBASIC,1482795,23,
2328,RIVAROXABAN,1114198,23,
2329,SENNOSIDES,251020,23,
2330,METHYL SALICYLATE,259328,23,
2331,BICALUTAMIDE,199123,23,
2332,ALVIMOPAN,799835,23,
2333,BETAINE,1512,23,
2334,SODIUM OXYBATE,2636822,23,
2335,TERCONAZOLE,313226,23,
2336,BUDESONIDE,966522,23,
2337,MIRTAZAPINE,476809,23,
2338,NEPAFENAC,1362132,23,
2339,OMEPRAZOLE,199119,22,
2340,LIDOCAINE,2675022,22,
2341,ETHINYL ESTRADIOL,1534809,22,
2342,DROSERA ROTUNDIFOLIA,2280908,22,
2343,POLYETHYLENE GLYCOL 400,853238,22,
2344,BENZALKONIUM CHLORIDE,1233282,22,
2345,BOS TAURUS BRAINSTEM,1482549,22,
2346,ESTRADIOL,848328,22,
2347,AMOXICILLIN,308182,22,
2348,CAPSAICIN,1484488,22,
2349,SENNOSIDES A AND B,251292,22,
2350,ASPIRIN,259081,22,
2351,ADENOSINE TRIPHOSPHATE,318,22,
2352,DEFERASIROX,1923822,22,
2353,DOXYCYCLINE,1650142,22,
2354,CEFTAZIDIME,1659283,22,
2355,DALFAMPRIDINE,897021,22,
2356,THUJA OCCIDENTALIS LEAF,1309810,22,
2357,OXALIPLATIN,1736776,22,
2358,LEVORPHANOL TARTRATE,197873,22,
2359,LATANOPROST,314072,22,
2360,BENZOCAINE,824574,22,
2361,FLUOCINOLONE ACETONIDE,1191359,22,
2362,CLOTRIMAZOLE,2623,22,
2363,MEBROFENIN,1311500,22,
2364,ARNICA MONTANA ROOT,1309947,22,
2365,CAMPHOR (SYNTHETIC),2361587,22,
2366,LOPINAVIR,597730,22,
2367,FLUOXETINE HYDROCHLORIDE,313990,22,
2368,SALICYLIC ACID,1241639,22,
2369,HISTAMINE PHOSPHATE,26925,21,
2370,DIMETHICONE,1039149,21,
2371,PAZOPANIB,867502,21,
2372,MENTHOL,2675594,21,
2373,GATIFLOXACIN,992395,21,
2374,SALSOLINOL,1311309,21,
2375,DIPHENHYDRAMINE HYDROCHLORIDE,1236048,21,
2376,BUPRENORPHINE HYDROCHLORIDE,203841,21,
2377,DANTROLENE SODIUM,856652,21,
2378,ISOPROPYL ALCOHOL,1014638,21,
2379,ZINC ACETATE,58295,21,
